SubscriptionPlan,AgeGroup,Login,WatchTimeMinutes,ContentPreference,Location,HouseholdSize,PrimaryDevice,PaymentSubscriptionPlan,BillingCycle,IsAutoRenew,TenureDays,DaysSinceLastActivity,TotalLogins,TotalWatchTime,AvgWatchTime,LoginFrequency,ActivityRatio,Actual_Churned,LR_Churn_Probability,XGB_Churn_Probability,LR_Prediction,XGB_Prediction,Segment,SegmentName,Strategy,Offer,Channel
Basic,36-50,0,0,Documentaries,North,1,Tablet,Basic,Monthly,True,87,47,46,1655,18.186813186813183,0.5287356321839081,0.9583333333333334,0,0.012844460418565,7.791363e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,Movies,Central,4,Smart TV,Basic,Annually,True,66,47,50,1665,18.296703296703296,0.7575757575757576,1.0416666666666667,0,0.0157680081183977,6.779994e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,1,45,TV Shows,Central,5,Web Browser,Basic,Monthly,True,112,47,46,1472,16.175824175824175,0.4107142857142857,0.9583333333333334,0,0.0008587404717973,1.815235e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,0,0,Documentaries,West,5,Smart TV,Standard,Annually,True,100,47,65,4903,53.87912087912088,0.65,1.3541666666666667,0,0.0001791090545072,6.0105445e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Movies,East,2,Mobile,Basic,Quarterly,True,133,47,48,1749,19.21978021978022,0.3609022556390977,1.0,0,2.9659456602630463e-05,3.417348e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,1,107,Documentaries,North,1,Tablet,Standard,Monthly,True,78,50,57,4565,51.875,0.7307692307692307,1.1176470588235294,0,0.0814802144849403,3.0518484e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,81,Movies,South,5,Mobile,Standard,Monthly,True,74,47,66,4668,51.2967032967033,0.8918918918918919,1.375,0,0.0063080940826941,5.8322925e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,18-25,1,180,Documentaries,North,5,Smart TV,Premium,Annually,True,77,47,65,8123,89.26373626373626,0.8441558441558441,1.3541666666666667,0,0.0127273842792532,3.0122163e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,36-50,1,45,Sports,North,3,Tablet,Standard,Quarterly,True,83,47,56,4123,45.30769230769231,0.6746987951807228,1.1666666666666667,0,0.0120831150804205,1.5260765e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,36-50,1,149,TV Shows,East,2,Tablet,Premium,Annually,False,94,61,55,6608,85.81818181818181,0.5851063829787234,0.8870967741935484,0,0.2671482800268618,6.244119e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,36-50,0,0,TV Shows,Central,4,Web Browser,Standard,Monthly,True,81,47,67,5298,58.21978021978022,0.8271604938271605,1.3958333333333333,0,0.0075420971125558,1.06663876e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,51+,0,0,Sports,Central,3,Smart TV,Basic,Quarterly,True,107,47,55,1805,19.83516483516484,0.514018691588785,1.1458333333333333,0,0.0001856599863375,1.1332211e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,1,90,Documentaries,North,5,Smart TV,Standard,Monthly,False,113,47,67,5154,56.63736263736264,0.5929203539823009,1.3958333333333333,0,0.0001194280682641,1.8071661e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,0,0,Documentaries,South,3,Tablet,Basic,Monthly,True,88,68,40,1347,19.242857142857144,0.4545454545454545,0.5797101449275363,0,0.3791281102078208,3.239677e-06,0,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Standard,51+,1,89,Sports,North,5,Tablet,Standard,Quarterly,True,101,47,68,5328,58.54945054945055,0.6732673267326733,1.4166666666666667,0,0.0005421570407909,2.9361594e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,0,0,Movies,West,5,Mobile,Standard,Annually,True,101,47,58,4212,46.285714285714285,0.5742574257425742,1.2083333333333333,0,0.0003075341800414,3.556231e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,18-25,1,59,Documentaries,North,2,Mobile,Standard,Quarterly,True,88,47,63,4924,54.10989010989011,0.7159090909090909,1.3125,0,0.0033534741305928,6.285867e-09,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,1,67,Sports,North,3,Web Browser,Standard,Annually,True,125,47,71,5297,58.20879120879121,0.568,1.4791666666666667,0,2.2880842471657718e-05,3.103892e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,0,0,TV Shows,East,4,Mobile,Standard,Monthly,True,100,47,59,4519,49.65934065934066,0.59,1.2291666666666667,0,0.0010548590592208,1.5349489e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,1,37,Sports,East,3,Web Browser,Basic,Monthly,True,91,47,40,1444,15.868131868131869,0.4395604395604395,0.8333333333333334,0,0.0140983234710114,1.2078991e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,1,39,TV Shows,Central,4,Web Browser,Basic,Monthly,True,115,47,50,1971,21.65934065934066,0.4347826086956521,1.0416666666666667,0,0.000484673225727,3.6804268e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,1,32,Movies,East,4,Mobile,Standard,Quarterly,True,73,47,71,5348,58.76923076923077,0.9726027397260274,1.4791666666666667,0,0.0085812143811973,9.308507e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,49,TV Shows,South,2,Tablet,Basic,Monthly,True,130,47,48,1532,16.835164835164836,0.3692307692307692,1.0,0,7.847031845152723e-05,1.1396902e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,1,33,Movies,North,4,Smart TV,Basic,Quarterly,True,118,47,42,1393,15.307692307692308,0.3559322033898305,0.875,0,0.0003059128535564,3.3238537e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,0,0,Documentaries,East,4,Mobile,Standard,Quarterly,True,95,47,57,4252,46.72527472527472,0.6,1.1875,0,0.0015769152676542,2.2656058e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,0,0,Documentaries,North,3,Mobile,Premium,Monthly,True,116,47,62,7107,78.0989010989011,0.5344827586206896,1.2916666666666667,0,0.0002700489307385,2.3687594e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,1,88,TV Shows,East,2,Tablet,Premium,Annually,False,108,61,55,6608,85.81818181818181,0.5092592592592593,0.8870967741935484,0,0.0682966674485394,8.33279e-06,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,1,173,Documentaries,Central,3,Smart TV,Premium,Quarterly,True,52,47,59,6954,76.41758241758242,1.1346153846153846,1.2291666666666667,0,0.3889481844168314,0.00042121916,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,116,Movies,West,4,Smart TV,Standard,Annually,True,60,47,61,4791,52.64835164835165,1.0166666666666666,1.2708333333333333,0,0.0279362387155424,4.9819732e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,43,Documentaries,South,2,Smart TV,Standard,Annually,True,53,47,56,4249,46.69230769230769,1.0566037735849056,1.1666666666666667,0,0.1042369036739398,2.3863036e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,1,37,Documentaries,North,1,Tablet,Basic,Monthly,True,94,47,46,1655,18.186813186813183,0.4893617021276595,0.9583333333333334,0,0.0088518629538696,2.34562e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,36-50,1,177,Documentaries,East,4,Mobile,Premium,Annually,True,131,47,64,7855,86.31868131868131,0.4885496183206106,1.3333333333333333,0,6.465105261494628e-05,1.1769798e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,1,30,TV Shows,East,1,Mobile,Standard,Monthly,True,108,67,51,3921,55.225352112676056,0.4722222222222222,0.75,0,0.0799120535531984,1.2088556e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,1,34,TV Shows,Central,4,Web Browser,Basic,Monthly,True,135,47,50,1971,21.65934065934066,0.3703703703703703,1.0416666666666667,0,5.311581339057466e-05,2.3803992e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,0,0,Movies,West,3,Smart TV,Standard,Quarterly,True,127,47,55,4293,47.175824175824175,0.4330708661417323,1.1458333333333333,0,3.963928351535975e-05,5.1407035e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,51+,0,0,Movies,South,3,Mobile,Basic,Annually,True,48,47,44,1432,15.736263736263735,0.9166666666666666,0.9166666666666666,0,0.1846636658006786,0.00018595305,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,Documentaries,North,3,Smart TV,Basic,Monthly,True,111,47,50,1785,19.615384615384617,0.4504504504504504,1.0416666666666667,0,0.0001956850643864,3.3525052e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,26-35,1,124,Documentaries,East,5,Mobile,Premium,Annually,True,128,47,70,8097,88.97802197802197,0.546875,1.4583333333333333,0,3.080525461066537e-05,1.2278606e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,1,174,Movies,North,4,Smart TV,Premium,Annually,True,133,47,63,7154,78.61538461538461,0.4736842105263157,1.3125,0,3.3921092980844164e-05,2.7884095e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,1,127,Sports,North,4,Tablet,Premium,Quarterly,True,73,47,63,7882,86.61538461538461,0.863013698630137,1.3125,0,0.0549567646711386,2.1580009e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,0,0,Movies,West,5,Tablet,Basic,Quarterly,True,67,47,45,1585,17.417582417582416,0.6716417910447762,0.9375,0,0.0528185628246234,1.7948248e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,1,133,Documentaries,North,3,Web Browser,Premium,Monthly,True,65,47,55,6369,69.98901098901099,0.8461538461538461,1.1458333333333333,0,0.2206853822209099,3.7991367e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,51+,1,38,Movies,North,4,Tablet,Standard,Monthly,False,127,111,22,1622,60.07407407407408,0.1732283464566929,0.1964285714285714,0,0.8884134082384206,7.735377e-09,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Premium,18-25,1,125,Sports,North,4,Mobile,Premium,Annually,True,83,47,69,8129,89.32967032967034,0.8313253012048193,1.4375,0,0.0036490773287491,4.582362e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,1,23,Sports,South,2,Mobile,Basic,Quarterly,True,86,47,47,1514,16.63736263736264,0.5465116279069767,0.9791666666666666,0,0.0058131153643558,3.475893e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,1,99,Documentaries,East,3,Web Browser,Standard,Quarterly,True,110,47,66,5132,56.3956043956044,0.6,1.375,0,0.0005232516821713,1.8083339e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,0,0,Documentaries,North,1,Tablet,Basic,Monthly,True,97,47,46,1655,18.186813186813183,0.4742268041237113,0.9583333333333334,0,0.0043291693845615,3.5365253e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,0,0,Sports,East,1,Web Browser,Premium,Annually,True,78,47,66,8105,89.06593406593407,0.8461538461538461,1.375,0,0.0176039392073504,2.0103734e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,58,Movies,East,3,Smart TV,Basic,Annually,True,93,47,44,1561,17.153846153846153,0.4731182795698925,0.9166666666666666,0,0.0029078499526823,8.269837e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,39,Sports,East,3,Tablet,Basic,Monthly,True,99,83,27,892,16.21818181818182,0.2727272727272727,0.3214285714285714,0,0.7614536400053432,0.0011784688,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Standard,36-50,1,46,Documentaries,North,3,Mobile,Standard,Annually,True,60,47,57,4435,48.73626373626374,0.95,1.1875,0,0.0683783969659275,4.8039055e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,0,0,Documentaries,North,5,Smart TV,Standard,Monthly,False,108,47,67,5154,56.63736263736264,0.6203703703703703,1.3958333333333333,0,0.0001316173251248,1.2377606e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,1,33,Documentaries,West,3,Smart TV,Basic,Monthly,True,131,47,49,1652,18.153846153846157,0.3740458015267175,1.0208333333333333,0,2.7090834654565386e-05,7.4649e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,0,0,Sports,North,2,Smart TV,Basic,Monthly,True,58,47,49,1771,19.46153846153846,0.8448275862068966,1.0208333333333333,0,0.0694926069628241,2.3940831e-05,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,0,0,Movies,North,3,Web Browser,Standard,Monthly,True,81,47,61,4883,53.65934065934066,0.7530864197530864,1.2708333333333333,0,0.0105997195267206,5.275645e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,52,TV Shows,West,1,Smart TV,Basic,Monthly,True,104,47,43,1396,15.34065934065934,0.4134615384615384,0.8958333333333334,0,0.0011796193078332,4.6472182e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,26-35,1,100,Sports,West,1,Mobile,Premium,Quarterly,True,101,47,61,7122,78.26373626373626,0.6039603960396039,1.2708333333333333,0,0.0012072875377631,4.572564e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,0,0,Documentaries,North,1,Mobile,Standard,Monthly,True,55,47,66,4605,50.604395604395606,1.2,1.375,0,0.0692432792024598,6.98067e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,0,0,TV Shows,West,1,Smart TV,Basic,Monthly,True,64,47,43,1396,15.34065934065934,0.671875,0.8958333333333334,0,0.058594216420086,5.1133645e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,36-50,0,0,Documentaries,North,4,Smart TV,Premium,Quarterly,True,116,47,66,8524,93.67032967032966,0.5689655172413793,1.375,0,0.000220860817682,2.2006655e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,0,0,TV Shows,West,5,Smart TV,Basic,Monthly,True,69,47,53,1670,18.35164835164835,0.7681159420289855,1.1041666666666667,0,0.0102192586971924,2.3679809e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,35,Sports,East,5,Smart TV,Standard,Quarterly,True,88,47,66,5062,55.62637362637363,0.75,1.375,0,0.0019384224534636,1.7342128e-09,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,51+,1,49,TV Shows,North,4,Tablet,Standard,Monthly,True,55,47,64,4655,51.15384615384615,1.1636363636363636,1.3333333333333333,0,0.1300376544881104,0.00011203212,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,0,0,Documentaries,South,3,Mobile,Standard,Monthly,True,84,47,56,4150,45.604395604395606,0.6666666666666666,1.1666666666666667,0,0.0050036524219634,1.1021128e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,1,36,TV Shows,Central,4,Smart TV,Standard,Monthly,True,59,47,61,4378,48.10989010989011,1.0338983050847457,1.2708333333333333,0,0.0698214745371264,3.1653424e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,0,0,Movies,Central,3,Mobile,Standard,Quarterly,False,55,47,63,4445,48.84615384615385,1.1454545454545455,1.3125,0,0.0645857287551058,0.00016476715,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,18-25,0,0,Sports,East,3,Web Browser,Basic,Monthly,True,75,47,40,1444,15.868131868131869,0.5333333333333333,0.8333333333333334,0,0.0528358387411377,1.1996127e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,0,0,Sports,West,5,Mobile,Basic,Monthly,True,53,47,44,1555,17.087912087912088,0.8301886792452831,0.9166666666666666,0,0.0981429060034717,1.2338915e-05,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,Movies,East,3,Smart TV,Basic,Annually,True,123,47,44,1561,17.153846153846153,0.3577235772357723,0.9166666666666666,0,7.085322810812484e-05,8.096148e-12,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,14,TV Shows,South,5,Mobile,Basic,Monthly,True,123,47,48,1507,16.560439560439562,0.3902439024390244,1.0,0,7.71211670468006e-05,6.079603e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,60,Movies,West,5,Mobile,Standard,Annually,True,106,47,58,4212,46.285714285714285,0.5471698113207547,1.2083333333333333,0,0.0002696803769908,4.4236805e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Sports,Central,4,Mobile,Basic,Quarterly,True,83,47,36,1169,12.846153846153848,0.4337349397590361,0.75,0,0.0104208270554586,8.4606495e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,119,Sports,East,5,Smart TV,Standard,Quarterly,True,137,47,66,5062,55.62637362637363,0.4817518248175182,1.375,0,9.937516317584664e-06,1.1799941e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,26-35,1,139,TV Shows,East,3,Smart TV,Premium,Monthly,True,116,47,63,7687,84.47252747252747,0.5431034482758621,1.3125,0,0.0004373827658569,7.3211166e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,0,0,Documentaries,East,3,Web Browser,Basic,Quarterly,True,69,47,46,1770,19.45054945054945,0.6666666666666666,0.9583333333333334,0,0.0839641212984687,7.591722e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,59,Sports,East,5,Smart TV,Standard,Quarterly,True,72,47,66,5062,55.62637362637363,0.9166666666666666,1.375,0,0.0111299768895612,1.3475633e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,18-25,0,0,Sports,South,4,Smart TV,Basic,Quarterly,True,101,47,42,1521,16.714285714285715,0.4158415841584158,0.875,0,0.0008304477358364,9.05476e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,26-35,1,99,Documentaries,North,3,Mobile,Premium,Monthly,True,66,47,56,6896,75.78021978021978,0.8484848484848485,1.1666666666666667,0,0.1074750723218092,6.582033e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,36-50,1,140,Sports,North,5,Mobile,Premium,Monthly,True,76,47,60,7281,80.01098901098901,0.7894736842105263,1.25,0,0.0259759055551691,8.1041975e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,36-50,1,134,Documentaries,Central,1,Smart TV,Premium,Monthly,True,84,47,58,7420,81.53846153846153,0.6904761904761905,1.2083333333333333,0,0.0348229028741288,8.154637e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,60,TV Shows,East,3,Tablet,Standard,Monthly,True,66,47,57,3774,41.472527472527474,0.8636363636363636,1.1875,0,0.0792451614303911,6.5583106e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,1,83,Movies,East,4,Tablet,Standard,Monthly,False,115,112,21,1644,63.23076923076923,0.1826086956521739,0.1858407079646017,0,0.9788794510607428,0.87258226,1,1,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,26-35,1,54,Sports,East,5,Tablet,Basic,Monthly,False,116,47,55,2087,22.93406593406593,0.4741379310344827,1.1458333333333333,0,0.0001557447943564,1.7348626e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,0,0,Sports,Central,3,Smart TV,Basic,Quarterly,True,124,47,55,1805,19.83516483516484,0.4435483870967742,1.1458333333333333,0,2.8615330009292093e-05,1.1595388e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,0,0,Documentaries,North,3,Mobile,Standard,Annually,True,130,47,57,4435,48.73626373626374,0.4384615384615384,1.1875,0,2.3789621681112184e-05,1.1633558e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,1,40,Sports,East,4,Tablet,Basic,Monthly,True,71,47,40,1472,16.175824175824175,0.5633802816901409,0.8333333333333334,0,0.0998877977350373,1.7051325e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,0,0,Movies,Central,4,Mobile,Basic,Monthly,False,131,47,45,1457,16.01098901098901,0.3435114503816794,0.9375,0,4.453036520174251e-05,1.9159396e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,1,144,Sports,North,4,Mobile,Premium,Annually,True,85,47,69,8129,89.32967032967034,0.8117647058823529,1.4375,0,0.0030044685969456,3.9733735e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,14,Sports,Central,4,Mobile,Basic,Quarterly,True,91,47,36,1169,12.846153846153848,0.3956043956043956,0.75,0,0.0062583460441482,3.8545915e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,36-50,1,153,Documentaries,East,4,Mobile,Premium,Annually,True,76,47,64,7855,86.31868131868131,0.8421052631578947,1.3333333333333333,0,0.0250556217641178,1.0392051e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,1,98,Movies,East,2,Smart TV,Standard,Quarterly,True,86,47,57,4518,49.64835164835165,0.6627906976744186,1.1875,0,0.0091055789124084,1.7931502e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,0,0,TV Shows,West,4,Mobile,Basic,Monthly,True,90,47,48,1766,19.406593406593405,0.5333333333333333,1.0,0,0.0017488175323429,6.2637255e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,1,53,Sports,Central,4,Mobile,Basic,Quarterly,True,69,47,50,1968,21.626373626373628,0.7246376811594203,1.0416666666666667,0,0.0275680982703302,4.296207e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,36,TV Shows,West,1,Smart TV,Basic,Monthly,True,127,47,43,1396,15.34065934065934,0.3385826771653543,0.8958333333333334,0,9.178862180622734e-05,2.939629e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,81,Sports,South,3,Smart TV,Standard,Monthly,True,92,47,64,5056,55.56043956043956,0.6956521739130435,1.3333333333333333,0,0.0011507477658313,1.8670843e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,1,79,Sports,East,4,Smart TV,Standard,Quarterly,False,112,99,28,2232,57.23076923076923,0.25,0.28,0,0.8084201411382865,0.00084301457,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,36-50,1,34,TV Shows,West,4,Web Browser,Basic,Monthly,True,65,47,39,1357,14.912087912087912,0.6,0.8125,0,0.1827282020982983,1.3413157e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,0,0,Sports,South,3,Mobile,Premium,Monthly,True,105,47,54,6530,71.75824175824175,0.5142857142857142,1.125,0,0.001009456123482,1.9823709e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,0,0,TV Shows,South,1,Mobile,Basic,Annually,True,75,47,46,1555,17.087912087912088,0.6133333333333333,0.9583333333333334,0,0.0147076649826395,2.0096027e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,1,117,Movies,East,3,Mobile,Standard,Monthly,False,136,118,14,1055,52.75,0.1029411764705882,0.1176470588235294,0,0.8487344682493719,0.0015296938,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Standard,18-25,1,114,Movies,East,3,Mobile,Standard,Monthly,True,134,47,63,4590,50.43956043956044,0.4701492537313433,1.3125,0,2.6978285715938316e-05,3.896027e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,1,22,Movies,East,4,Mobile,Basic,Annually,True,81,47,52,1765,19.395604395604398,0.6419753086419753,1.0833333333333333,0,0.0063084401479136,9.3996526e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,96,Sports,East,5,Smart TV,Standard,Quarterly,True,76,47,66,5062,55.62637362637363,0.868421052631579,1.375,0,0.007574714126529,1.490307e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,51+,0,0,Movies,North,3,Web Browser,Standard,Monthly,True,54,47,61,4883,53.65934065934066,1.1296296296296295,1.2708333333333333,0,0.1616300243376151,9.353989e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,51+,1,39,Movies,North,3,Web Browser,Standard,Monthly,True,72,47,61,4883,53.65934065934066,0.8472222222222222,1.2708333333333333,0,0.0402899105267557,6.231685e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,36-50,0,0,TV Shows,Central,4,Web Browser,Standard,Monthly,True,47,47,67,5298,58.21978021978022,1.425531914893617,1.3958333333333333,0,0.2179143118059612,8.594843e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
